state,year,online_crime,number_of_cases,financial_losses_rm,number_of_victims,age_group,gender
Terengganu,2022,Non-existent investments,,,28,31-40,male
Terengganu,2022,Non-existent investments,,,16,41-50,male
Terengganu,2022,Non-existent investments,,,12,51-60,male
Terengganu,2022,Non-existent investments,,,8,>=61,male
Terengganu,2023,Non-existent loans,,,2,15-20,male
Terengganu,2023,Non-existent loans,,,13,21-30,male
Terengganu,2023,Non-existent loans,,,15,31-40,male
Terengganu,2023,Non-existent loans,,,9,41-50,male
Terengganu,2023,Non-existent loans,,,7,51-60,male
Terengganu,2023,Non-existent loans,,,4,>=61,male
Terengganu,2023,Non-existent investments,,,1,15-20,male
Terengganu,2023,Non-existent investments,,,15,21-30,male
Terengganu,2023,Non-existent investments,,,21,31-40,male
Terengganu,2023,Non-existent investments,,,15,41-50,male
Terengganu,2023,Non-existent investments,,,27,51-60,male
Terengganu,2023,Non-existent investments,,,14,>=61,male
Sabah,2021,Non-existent loans,,,8,15-20,male
Sabah,2021,Non-existent loans,,,37,21-30,male
Sabah,2021,Non-existent loans,,,36,31-40,male
Sabah,2021,Non-existent loans,,,15,41-50,male
Sabah,2021,Non-existent loans,,,11,51-60,male
Sabah,2021,Non-existent loans,,,4,>=61,male
Sabah,2021,Non-existent investments,,,3,15-20,male
Sabah,2021,Non-existent investments,,,11,21-30,male
Sabah,2021,Non-existent investments,,,8,31-40,male
Sabah,2021,Non-existent investments,,,17,41-50,male
Sabah,2021,Non-existent investments,,,16,51-60,male
Sabah,2021,Non-existent investments,,,8,>=61,male
Sabah,2022,Non-existent loans,,,3,15-20,male
Sabah,2022,Non-existent loans,,,23,21-30,male
Sabah,2022,Non-existent loans,,,23,31-40,male
Sabah,2022,Non-existent loans,,,8,41-50,male
Sabah,2022,Non-existent loans,,,5,51-60,male
Sabah,2022,Non-existent loans,,,5,>=61,male
Sabah,2022,Non-existent investments,,,3,15-20,male
Sabah,2022,Non-existent investments,,,16,21-30,male
Sabah,2022,Non-existent investments,,,30,31-40,male
Sabah,2022,Non-existent investments,,,15,41-50,male
Sabah,2022,Non-existent investments,,,15,51-60,male
Sabah,2022,Non-existent investments,,,4,>=61,male
Sabah,2023,Non-existent loans,,,3,15-20,male
Sabah,2023,Non-existent loans,,,20,21-30,male
Sabah,2023,Non-existent loans,,,27,31-40,male
Sabah,2023,Non-existent loans,,,21,41-50,male
Sabah,2023,Non-existent loans,,,7,51-60,male
Sabah,2023,Non-existent loans,,,5,>=61,male
Sabah,2023,Non-existent investments,,,3,15-20,male
Sabah,2023,Non-existent investments,,,20,21-30,male
Sabah,2023,Non-existent investments,,,30,31-40,male
Sabah,2023,Non-existent investments,,,25,41-50,male
Sabah,2023,Non-existent investments,,,12,51-60,male
Sabah,2023,Non-existent investments,,,12,>=61,male
Sarawak,2021,Non-existent loans,,,17,15-20,male
Sarawak,2021,Non-existent loans,,,95,21-30,male
Sarawak,2021,Non-existent loans,,,61,31-40,male
Sarawak,2021,Non-existent loans,,,32,41-50,male
Sarawak,2021,Non-existent loans,,,25,51-60,male
Sarawak,2021,Non-existent loans,,,10,>=61,male
Sarawak,2021,Non-existent investments,,,6,15-20,male
Sarawak,2021,Non-existent investments,,,28,21-30,male
Sarawak,2021,Non-existent investments,,,17,31-40,male
Sarawak,2021,Non-existent investments,,,17,41-50,male
Sarawak,2021,Non-existent investments,,,4,51-60,male
Sarawak,2021,Non-existent investments,,,5,>=61,male
Sarawak,2022,Non-existent loans,,,8,15-20,male
Sarawak,2022,Non-existent loans,,,45,21-30,male
Sarawak,2022,Non-existent loans,,,44,31-40,male
Sarawak,2022,Non-existent loans,,,18,41-50,male
Sarawak,2022,Non-existent loans,,,6,51-60,male
Sarawak,2022,Non-existent loans,,,7,>=61,male
Sarawak,2022,Non-existent investments,,,3,15-20,male
Sarawak,2022,Non-existent investments,,,13,21-30,male
Sarawak,2022,Non-existent investments,,,19,31-40,male
Sarawak,2022,Non-existent investments,,,21,41-50,male
Sarawak,2022,Non-existent investments,,,11,51-60,male
Sarawak,2022,Non-existent investments,,,8,>=61,male
Sarawak,2023,Non-existent loans,,,5,15-20,male
Sarawak,2023,Non-existent loans,,,55,21-30,male
Sarawak,2023,Non-existent loans,,,48,31-40,male
Sarawak,2023,Non-existent loans,,,33,41-50,male
Sarawak,2023,Non-existent loans,,,12,51-60,male
Sarawak,2023,Non-existent loans,,,2,>=61,male
Sarawak,2023,Non-existent investments,,,9,15-20,male
Sarawak,2023,Non-existent investments,,,25,21-30,male
Sarawak,2023,Non-existent investments,,,31,31-40,male
Sarawak,2023,Non-existent investments,,,43,41-50,male
Sarawak,2023,Non-existent investments,,,29,51-60,male
Sarawak,2023,Non-existent investments,,,17,>=61,male
W.P. Kuala Lumpur,2021,Non-existent loans,,,13,15-20,male
W.P. Kuala Lumpur,2021,Non-existent loans,,,147,21-30,male
W.P. Kuala Lumpur,2021,Non-existent loans,,,110,31-40,male
W.P. Kuala Lumpur,2021,Non-existent loans,,,56,41-50,male
W.P. Kuala Lumpur,2021,Non-existent loans,,,25,51-60,male
W.P. Kuala Lumpur,2021,Non-existent loans,,,13,>=61,male
W.P. Kuala Lumpur,2021,Non-existent investments,,,7,15-20,male
W.P. Kuala Lumpur,2021,Non-existent investments,,,97,21-30,male
W.P. Kuala Lumpur,2021,Non-existent investments,,,73,31-40,male
W.P. Kuala Lumpur,2021,Non-existent investments,,,41,41-50,male
W.P. Kuala Lumpur,2021,Non-existent investments,,,35,51-60,male
W.P. Kuala Lumpur,2021,Non-existent investments,,,20,>=61,male
W.P. Kuala Lumpur,2022,Non-existent loans,,,5,15-20,male
W.P. Kuala Lumpur,2022,Non-existent loans,,,81,21-30,male
W.P. Kuala Lumpur,2022,Non-existent loans,,,60,31-40,male
W.P. Kuala Lumpur,2022,Non-existent loans,,,32,41-50,male
W.P. Kuala Lumpur,2022,Non-existent loans,,,10,51-60,male
W.P. Kuala Lumpur,2022,Non-existent loans,,,9,>=61,male
W.P. Kuala Lumpur,2022,Non-existent investments,,,5,15-20,male
W.P. Kuala Lumpur,2022,Non-existent investments,,,47,21-30,male
W.P. Kuala Lumpur,2022,Non-existent investments,,,65,31-40,male
W.P. Kuala Lumpur,2022,Non-existent investments,,,42,41-50,male
W.P. Kuala Lumpur,2022,Non-existent investments,,,24,51-60,male
W.P. Kuala Lumpur,2022,Non-existent investments,,,17,>=61,male
W.P. Kuala Lumpur,2023,Non-existent loans,,,8,15-20,male
W.P. Kuala Lumpur,2023,Non-existent loans,,,71,21-30,male
W.P. Kuala Lumpur,2023,Non-existent loans,,,95,31-40,male
W.P. Kuala Lumpur,2023,Non-existent loans,,,41,41-50,male
W.P. Kuala Lumpur,2023,Non-existent loans,,,17,51-60,male
W.P. Kuala Lumpur,2023,Non-existent loans,,,14,>=61,male
W.P. Kuala Lumpur,2023,Non-existent investments,,,3,15-20,male
W.P. Kuala Lumpur,2023,Non-existent investments,,,59,21-30,male
W.P. Kuala Lumpur,2023,Non-existent investments,,,101,31-40,male
W.P. Kuala Lumpur,2023,Non-existent investments,,,79,41-50,male
W.P. Kuala Lumpur,2023,Non-existent investments,,,61,51-60,male
W.P. Kuala Lumpur,2023,Non-existent investments,,,52,>=61,male
Johor,2021,Telecommunication crime,,,18,15-20,female
Johor,2021,Telecommunication crime,,,86,21-30,female
Johor,2021,Telecommunication crime,,,88,31-40,female
Johor,2021,Telecommunication crime,,,63,41-50,female
Johor,2021,Telecommunication crime,,,39,51-60,female
Johor,2021,Telecommunication crime,,,43,>=61,female
Johor,2021,e-Finance,,,0,15-20,female
Johor,2021,e-Finance,,,6,21-30,female
Johor,2021,e-Finance,,,5,31-40,female
Johor,2021,e-Finance,,,5,41-50,female
Johor,2021,e-Finance,,,3,51-60,female
Johor,2021,e-Finance,,,1,>=61,female
Johor,2022,Telecommunication crime,,,6,15-20,female
Johor,2022,Telecommunication crime,,,114,21-30,female
Johor,2022,Telecommunication crime,,,109,31-40,female
Johor,2022,Telecommunication crime,,,88,41-50,female
Johor,2022,Telecommunication crime,,,61,51-60,female
Johor,2022,Telecommunication crime,,,34,>=61,female
Johor,2022,e-Finance,,,3,15-20,female
Johor,2022,e-Finance,,,13,21-30,female
Johor,2022,e-Finance,,,23,31-40,female
Johor,2022,e-Finance,,,22,41-50,female
Johor,2022,e-Finance,,,8,51-60,female
Johor,2022,e-Finance,,,4,>=61,female
Johor,2023,Telecommunication crime,,,34,15-20,female
Johor,2023,Telecommunication crime,,,186,21-30,female
Johor,2023,Telecommunication crime,,,136,31-40,female
Johor,2023,Telecommunication crime,,,96,41-50,female
Johor,2023,Telecommunication crime,,,77,51-60,female
Johor,2023,Telecommunication crime,,,60,>=61,female
Johor,2023,e-Finance,,,11,15-20,female
Johor,2023,e-Finance,,,40,21-30,female
Johor,2023,e-Finance,,,49,31-40,female
Johor,2023,e-Finance,,,47,41-50,female
Johor,2023,e-Finance,,,22,51-60,female
Johor,2023,e-Finance,,,10,>=61,female
Kedah,2021,Telecommunication crime,,,19,15-20,female
Kedah,2021,Telecommunication crime,,,59,21-30,female
Kedah,2021,Telecommunication crime,,,48,31-40,female
Kedah,2021,Telecommunication crime,,,45,41-50,female
Kedah,2021,Telecommunication crime,,,29,51-60,female
Kedah,2021,Telecommunication crime,,,9,>=61,female
Kedah,2021,e-Finance,,,3,15-20,female
Kedah,2021,e-Finance,,,11,21-30,female
Kedah,2021,e-Finance,,,7,31-40,female
Kedah,2021,e-Finance,,,7,41-50,female
Kedah,2021,e-Finance,,,7,51-60,female
Kedah,2021,e-Finance,,,4,>=61,female
Kedah,2022,Telecommunication crime,,,19,15-20,female
Kedah,2022,Telecommunication crime,,,55,21-30,female
Kedah,2022,Telecommunication crime,,,69,31-40,female
Kedah,2022,Telecommunication crime,,,65,41-50,female
Kedah,2022,Telecommunication crime,,,28,51-60,female
Kedah,2022,Telecommunication crime,,,18,>=61,female
Kedah,2022,e-Finance,,,2,15-20,female
Kedah,2022,e-Finance,,,4,21-30,female
Kedah,2022,e-Finance,,,9,31-40,female
Kedah,2022,e-Finance,,,10,41-50,female
Kedah,2022,e-Finance,,,6,51-60,female
Kedah,2022,e-Finance,,,1,>=61,female
Kedah,2023,Telecommunication crime,,,19,15-20,female
Kedah,2023,Telecommunication crime,,,113,21-30,female
Kedah,2023,Telecommunication crime,,,64,31-40,female
Kedah,2023,Telecommunication crime,,,59,41-50,female
Kedah,2023,Telecommunication crime,,,44,51-60,female
Kedah,2023,Telecommunication crime,,,21,>=61,female
Kedah,2023,e-Finance,,,5,15-20,female
Kedah,2023,e-Finance,,,13,21-30,female
Kedah,2023,e-Finance,,,11,31-40,female
Kedah,2023,e-Finance,,,6,41-50,female
Kedah,2023,e-Finance,,,5,51-60,female
Kedah,2023,e-Finance,,,4,>=61,female
Kelantan,2021,Telecommunication crime,,,9,15-20,female
Kelantan,2021,Telecommunication crime,,,25,21-30,female
Kelantan,2021,Telecommunication crime,,,18,31-40,female
Kelantan,2021,Telecommunication crime,,,15,41-50,female
Kelantan,2021,Telecommunication crime,,,9,51-60,female
Kelantan,2021,Telecommunication crime,,,4,>=61,female
Kelantan,2021,e-Finance,,,1,15-20,female
Kelantan,2021,e-Finance,,,3,21-30,female
Kelantan,2021,e-Finance,,,4,31-40,female
Kelantan,2021,e-Finance,,,3,41-50,female
Kelantan,2021,e-Finance,,,5,51-60,female
Kelantan,2021,e-Finance,,,1,>=61,female
Kelantan,2022,Telecommunication crime,,,5,15-20,female
Kelantan,2022,Telecommunication crime,,,53,21-30,female
Kelantan,2022,Telecommunication crime,,,40,31-40,female
Kelantan,2022,Telecommunication crime,,,28,41-50,female
Kelantan,2022,Telecommunication crime,,,19,51-60,female
Kelantan,2022,Telecommunication crime,,,14,>=61,female
Kelantan,2022,e-Finance,,,2,15-20,female
Kelantan,2022,e-Finance,,,5,21-30,female
Kelantan,2022,e-Finance,,,8,31-40,female
Kelantan,2022,e-Finance,,,6,41-50,female
Kelantan,2022,e-Finance,,,0,51-60,female
Kelantan,2022,e-Finance,,,2,>=61,female
Kelantan,2023,Telecommunication crime,,,8,15-20,female
Kelantan,2023,Telecommunication crime,,,56,21-30,female
Kelantan,2023,Telecommunication crime,,,49,31-40,female
Kelantan,2023,Telecommunication crime,,,25,41-50,female
Kelantan,2023,Telecommunication crime,,,29,51-60,female
Kelantan,2023,Telecommunication crime,,,24,>=61,female
Kelantan,2023,e-Finance,,,0,15-20,female
Kelantan,2023,e-Finance,,,4,21-30,female
Kelantan,2023,e-Finance,,,7,31-40,female
Kelantan,2023,e-Finance,,,5,41-50,female
Kelantan,2023,e-Finance,,,0,51-60,female
Kelantan,2023,e-Finance,,,6,>=61,female
Melaka,2021,Telecommunication crime,,,8,15-20,female
Melaka,2021,Telecommunication crime,,,43,21-30,female
Melaka,2021,Telecommunication crime,,,38,31-40,female
Melaka,2021,Telecommunication crime,,,35,41-50,female
Melaka,2021,Telecommunication crime,,,16,51-60,female
Melaka,2021,Telecommunication crime,,,17,>=61,female
Melaka,2021,e-Finance,,,1,15-20,female
Melaka,2021,e-Finance,,,6,21-30,female
Melaka,2021,e-Finance,,,6,31-40,female
Melaka,2021,e-Finance,,,3,41-50,female
Melaka,2021,e-Finance,,,1,51-60,female
Melaka,2021,e-Finance,,,1,>=61,female
Melaka,2022,Telecommunication crime,,,11,15-20,female
Melaka,2022,Telecommunication crime,,,61,21-30,female
Melaka,2022,Telecommunication crime,,,59,31-40,female
Melaka,2022,Telecommunication crime,,,36,41-50,female
Melaka,2022,Telecommunication crime,,,36,51-60,female
Melaka,2022,Telecommunication crime,,,25,>=61,female
Melaka,2022,e-Finance,,,2,15-20,female
Melaka,2022,e-Finance,,,4,21-30,female
Melaka,2022,e-Finance,,,10,31-40,female
Melaka,2022,e-Finance,,,8,41-50,female
Melaka,2022,e-Finance,,,11,51-60,female
Melaka,2022,e-Finance,,,1,>=61,female
Melaka,2023,Telecommunication crime,,,15,15-20,female
Melaka,2023,Telecommunication crime,,,65,21-30,female
Melaka,2023,Telecommunication crime,,,39,31-40,female
Melaka,2023,Telecommunication crime,,,27,41-50,female
Melaka,2023,Telecommunication crime,,,26,51-60,female
Melaka,2023,Telecommunication crime,,,17,>=61,female
Melaka,2023,e-Finance,,,5,15-20,female
Melaka,2023,e-Finance,,,12,21-30,female
Melaka,2023,e-Finance,,,11,31-40,female
Melaka,2023,e-Finance,,,6,41-50,female
Melaka,2023,e-Finance,,,6,51-60,female
Melaka,2023,e-Finance,,,2,>=61,female
Negeri Sembilan,2021,Telecommunication crime,,,20,15-20,female
Negeri Sembilan,2021,Telecommunication crime,,,122,21-30,female
Negeri Sembilan,2021,Telecommunication crime,,,79,31-40,female
Negeri Sembilan,2021,Telecommunication crime,,,46,41-50,female
Negeri Sembilan,2021,Telecommunication crime,,,26,51-60,female
Negeri Sembilan,2021,Telecommunication crime,,,22,>=61,female
Negeri Sembilan,2021,e-Finance,,,5,15-20,female
Negeri Sembilan,2021,e-Finance,,,21,21-30,female
Negeri Sembilan,2021,e-Finance,,,8,31-40,female
Negeri Sembilan,2021,e-Finance,,,6,41-50,female
Negeri Sembilan,2021,e-Finance,,,5,51-60,female
Negeri Sembilan,2021,e-Finance,,,1,>=61,female
Negeri Sembilan,2022,Telecommunication crime,,,41,15-20,female
Negeri Sembilan,2022,Telecommunication crime,,,185,21-30,female
Negeri Sembilan,2022,Telecommunication crime,,,138,31-40,female
Negeri Sembilan,2022,Telecommunication crime,,,82,41-50,female
Negeri Sembilan,2022,Telecommunication crime,,,47,51-60,female
Negeri Sembilan,2022,Telecommunication crime,,,27,>=61,female
Negeri Sembilan,2022,e-Finance,,,7,15-20,female
Negeri Sembilan,2022,e-Finance,,,11,21-30,female
Negeri Sembilan,2022,e-Finance,,,28,31-40,female
Negeri Sembilan,2022,e-Finance,,,20,41-50,female
Negeri Sembilan,2022,e-Finance,,,9,51-60,female
Negeri Sembilan,2022,e-Finance,,,4,>=61,female
Negeri Sembilan,2023,Telecommunication crime,,,33,15-20,female
Negeri Sembilan,2023,Telecommunication crime,,,136,21-30,female
Negeri Sembilan,2023,Telecommunication crime,,,77,31-40,female
Negeri Sembilan,2023,Telecommunication crime,,,69,41-50,female
Negeri Sembilan,2023,Telecommunication crime,,,46,51-60,female
Negeri Sembilan,2023,Telecommunication crime,,,30,>=61,female
Negeri Sembilan,2023,e-Finance,,,8,15-20,female
Negeri Sembilan,2023,e-Finance,,,25,21-30,female
Negeri Sembilan,2023,e-Finance,,,22,31-40,female
Negeri Sembilan,2023,e-Finance,,,11,41-50,female
Negeri Sembilan,2023,e-Finance,,,10,51-60,female
Negeri Sembilan,2023,e-Finance,,,5,>=61,female
Pahang,2021,Telecommunication crime,,,10,15-20,female
Pahang,2021,Telecommunication crime,,,45,21-30,female
Pahang,2021,Telecommunication crime,,,35,31-40,female
Pahang,2021,Telecommunication crime,,,22,41-50,female
Pahang,2021,Telecommunication crime,,,16,51-60,female
Pahang,2021,Telecommunication crime,,,14,>=61,female
Pahang,2021,e-Finance,,,1,15-20,female
Pahang,2021,e-Finance,,,4,21-30,female
Pahang,2021,e-Finance,,,7,31-40,female
Pahang,2021,e-Finance,,,3,41-50,female
Pahang,2021,e-Finance,,,5,51-60,female
Pahang,2021,e-Finance,,,2,>=61,female
Pahang,2022,Telecommunication crime,,,11,15-20,female
Pahang,2022,Telecommunication crime,,,92,21-30,female
Pahang,2022,Telecommunication crime,,,79,31-40,female
Pahang,2022,Telecommunication crime,,,53,41-50,female
Pahang,2022,Telecommunication crime,,,29,51-60,female
Pahang,2022,Telecommunication crime,,,21,>=61,female
Pahang,2022,e-Finance,,,0,15-20,female
Pahang,2022,e-Finance,,,7,21-30,female
Pahang,2022,e-Finance,,,8,31-40,female
Pahang,2022,e-Finance,,,5,41-50,female
Pahang,2022,e-Finance,,,6,51-60,female
Pahang,2022,e-Finance,,,2,>=61,female
Pahang,2023,Telecommunication crime,,,23,15-20,female
Pahang,2023,Telecommunication crime,,,96,21-30,female
Pahang,2023,Telecommunication crime,,,75,31-40,female
Pahang,2023,Telecommunication crime,,,46,41-50,female
Pahang,2023,Telecommunication crime,,,39,51-60,female
Pahang,2023,Telecommunication crime,,,33,>=61,female
Pahang,2023,e-Finance,,,2,15-20,female
Pahang,2023,e-Finance,,,10,21-30,female
Pahang,2023,e-Finance,,,18,31-40,female
Pahang,2023,e-Finance,,,9,41-50,female
Pahang,2023,e-Finance,,,5,51-60,female
Pahang,2023,e-Finance,,,2,>=61,female
Pulau Pinang,2021,Telecommunication crime,,,33,15-20,female
Pulau Pinang,2021,Telecommunication crime,,,141,21-30,female
Pulau Pinang,2021,Telecommunication crime,,,115,31-40,female
Pulau Pinang,2021,Telecommunication crime,,,79,41-50,female
Pulau Pinang,2021,Telecommunication crime,,,60,51-60,female
Pulau Pinang,2021,Telecommunication crime,,,41,>=61,female
Pulau Pinang,2021,e-Finance,,,2,15-20,female
Pulau Pinang,2021,e-Finance,,,6,21-30,female
Pulau Pinang,2021,e-Finance,,,6,31-40,female
Pulau Pinang,2021,e-Finance,,,12,41-50,female
Pulau Pinang,2021,e-Finance,,,3,51-60,female
Pulau Pinang,2021,e-Finance,,,0,>=61,female
Pulau Pinang,2022,Telecommunication crime,,,19,15-20,female
Pulau Pinang,2022,Telecommunication crime,,,135,21-30,female
Pulau Pinang,2022,Telecommunication crime,,,100,31-40,female
Pulau Pinang,2022,Telecommunication crime,,,82,41-50,female
Pulau Pinang,2022,Telecommunication crime,,,60,51-60,female
Pulau Pinang,2022,Telecommunication crime,,,30,>=61,female
Pulau Pinang,2022,e-Finance,,,3,15-20,female
Pulau Pinang,2022,e-Finance,,,12,21-30,female
Pulau Pinang,2022,e-Finance,,,18,31-40,female
Pulau Pinang,2022,e-Finance,,,18,41-50,female
Pulau Pinang,2022,e-Finance,,,5,51-60,female
Pulau Pinang,2022,e-Finance,,,5,>=61,female
Pulau Pinang,2023,Telecommunication crime,,,26,15-20,female
Pulau Pinang,2023,Telecommunication crime,,,175,21-30,female
Pulau Pinang,2023,Telecommunication crime,,,116,31-40,female
Pulau Pinang,2023,Telecommunication crime,,,110,41-50,female
Pulau Pinang,2023,Telecommunication crime,,,65,51-60,female
Pulau Pinang,2023,Telecommunication crime,,,49,>=61,female
Pulau Pinang,2023,e-Finance,,,5,15-20,female
Pulau Pinang,2023,e-Finance,,,10,21-30,female
Pulau Pinang,2023,e-Finance,,,19,31-40,female
Pulau Pinang,2023,e-Finance,,,26,41-50,female
Pulau Pinang,2023,e-Finance,,,13,51-60,female
